12,Algeria,Low variant projection,Men,17262402,,17697481,,18120501,,18524581,,18900776,,19247390,,19571783,,19877759,,20158604,,20404598,,20614215,,20789943,,20933223,,21044059,,21123061,,21171115,,21191246,,21185179,,21151868,,21089399,,20996486,,20872839
12,Algeria,Low variant projection,Women,16935954,,17363795,,17780982,,18181309,,18556737,,18905655,,19234072,,19545125,,19833423,,20091216,,20317432,,20514869,,20685098,,20827761,,20942761,,21030446,,21092600,,21130018,,21141494,,21125157,,21079532,,21003790
12,Algeria,Low variant projection,Both sexes,34198356,,35061276,,35901483,,36705890,,37457513,,38153045,,38805855,,39422884,,39992027,,40495814,,40931647,,41304812,,41618321,,41871820,,42065822,,42201561,,42283846,,42315197,,42293362,,42214556,,42076018,,41876629
12,Algeria,Constant fertility scenario,Men,17397535,,17979576,,18584885,,19206965,,19835413,,20463831,,21086448,,21698692,,22293938,,22864552,,23410073,,23937236,,24451090,,24956370,,25460090,,25965178,,26474612,,26989362,,27507314,,28024402,,28535504,,29034652
12,Algeria,Constant fertility scenario,Women,17065142,,17633575,,18225263,,18834347,,19451367,,20070183,,20684128,,21288243,,21877242,,22445420,,22992705,,23525847,,24049811,,24568801,,25088902,,25612444,,26141230,,26675381,,27212673,,27749174,,28279738,,28798133
12,Algeria,Constant fertility scenario,Both sexes,34462677,,35613151,,36810148,,38041312,,39286780,,40534014,,41770576,,42986935,,44171180,,45309972,,46402778,,47463083,,48500901,,49525171,,50548992,,51577622,,52615842,,53664743,,54719987,,55773576,,56815242,,57832785
16,American Samoa,Medium variant projection,Both sexes,68169,,70804,,73388,,75923,,78446,,80966,,83492,,86026,,88554,,91051,,93496,,95855,,98099,,100205,,102138,,103900,,105539,,107091,,108559,,109947,,111276,,112601
16,American Samoa,High variant projection,Both sexes,68466,,71411,,74366,,77339,,80382,,83493,,86653,,89846,,93065,,96295,,99519,,102704,,105830,,108876,,111816,,114653,,117438,,120210,,122972,,125725,,128487,,131310
16,American Samoa,Low variant projection,Both sexes,67873,,70197,,72411,,74505,,76510,,78440,,80332,,82205,,84042,,85812,,87496,,89055,,90461,,91689,,92711,,93525,,94177,,94702,,95104,,95384,,95567,,95703
16,American Samoa,Constant fertility scenario,Both sexes,68672,,71864,,75159,,78565,,82125,,85848,,89749,,93836,,98108,,102555,,107174,,111951,,116878,,121953,,127174,,132546,,138089,,143822,,149757,,155913,,162311,,168983
20,Andorra,Medium variant projection,Both sexes,74725,,74813,,75045,,75263,,75308,,75216,,75031,,74776,,74467,,74121,,73745,,73337,,72896,,72411,,71865,,71248,,70543,,69738,,68836,,67841,,66760,,65595
20,Andorra,High variant projection,Both sexes,75096,,75530,,76123,,76715,,77140,,77429,,77612,,77707,,77738,,77738,,77720,,77695,,77669,,77638,,77595,,77531,,77423,,77251,,77008,,76695,,76298,,75802
20,Andorra,Low variant projection,Both sexes,74356,,74097,,73967,,73812,,73474,,73002,,72450,,71846,,71197,,70507,,69777,,69001,,68172,,67277,,66292,,65212,,64022,,62719,,61307,,59798,,58208,,56548
20,Andorra,Constant fertility scenario,Both sexes,74641,,74642,,74773,,74880,,74809,,74599,,74290,,73901,,73444,,72930,,72363,,71740,,71059,,70310,,69479,,68558,,67535,,66403,,65166,,63829,,62404,,60895
24,Angola,Medium variant projection,Men,8630681,,9124571,,9651395,,10203301,,10769484,,11348450,,11944461,,12559276,,13190615,,13836021,,14493935,,15162286,,15839120,,16522484,,17210268,,17900917,,18593376,,19286581,,19979273,,20670271,,21358692,,22044006
24,Angola,Medium variant projection,Women,8868726,,9368477,,9901997,,10461111,,11034510,,11620798,,12224421,,12847249,,13487154,,14141907,,14810004,,15489252,,16177632,,16873238,,17574010,,18278416,,18985341,,19693727,,20402431,,21110433,,21816992,,22521684
24,Angola,Medium variant projection,Both sexes,17499407,,18493048,,19553392,,20664412,,21803994,,22969248,,24168882,,25406525,,26677769,,27977928,,29303939,,30651538,,32016752,,33395722,,34784278,,36179333,,37578717,,38980308,,40381704,,41780704,,43175684,,44565690
24,Angola,High variant projection,Men,8662523,,9190457,,9758863,,10360902,,10986878,,11634870,,12305614,,12999122,,13715305,,14455080,,15218449,,16005735,,16816907,,17651220,,18507602,,19385067,,20282143,,21197393,,22129651,,23077737,,24040235,,25015438
24,Angola,High variant projection,Women,8900538,,9434375,,10009622,,10619101,,11252580,,11908236,,12586999,,13288994,,14014284,,14764013,,15538239,,16337180,,17160745,,18008220,,18878568,,19770809,,20683377,,21614814,,22564080,,23530172,,24511824,,25507436
24,Angola,High variant projection,Both sexes,17563061,,18624832,,19768485,,20980003,,22239458,,23543106,,24892613,,26288116,,27729589,,29219093,,30756688,,32342915,,33977652,,35659440,,37386170,,39155876,,40965520,,42812207,,44693731,,46607909,,48552059,,50522874
24,Angola,Low variant projection,Men,8598840,,9058685,,9543939,,10045715,,10552068,,11061995,,11583307,,12119628,,12666747,,13219160,,13774096,,14327619,,14876316,,15417425,,15948228,,16466929,,16973040,,17466071,,17944993,,18408961,,18857884,,19292566
24,Angola,Low variant projection,Women,8836915,,9302580,,9794386,,10303139,,10816421,,11333328,,11861846,,12405704,,12960845,,13521995,,14086435,,14650088,,15209470,,15761880,,16304671,,16836082,,17355606,,17862778,,18356682,,18836614,,19302614,,19755591
24,Angola,Low variant projection,Both sexes,17435755,,18361265,,19338325,,20348854,,21368489,,22395323,,23445153,,24525332,,25627592,,26741155,,27860531,,28977707,,30085786,,31179305,,32252899,,33303011,,34328646,,35328849,,36301675,,37245575,,38160498,,39048157
24,Angola,Constant fertility scenario,Men,8662166,,9195767,,9779787,,10409548,,11077156,,11785496,,12543362,,13358180,,14234958,,15179575,,16199281,,17302214,,18496972,,19792471,,21198211,,22724524,,24381961,,26182066,,28137719,,30262707,,32571389,,35078616
24,Angola,Constant fertility scenario,Women,8900181,,9439685,,10030546,,10667765,,11342940,,12059061,,12825097,,13648582,,14534697,,15489574,,16520528,,17635596,,18843316,,20152641,,21573112,,23115036,,24788801,,26605862,,28579176,,30722653,,33050729,,35578256
24,Angola,Constant fertility scenario,Both sexes,17562347,,18635452,,19810333,,21077313,,22420096,,23844557,,25368459,,27006762,,28769655,,30669149,,32719809,,34937810,,37340288,,39945112,,42771323,,45839560,,49170762,,52787928,,56716895,,60985360,,65622118,,70656872
660,Anguilla,Medium variant projection,Both sexes,12799,,13149,,13510,,13869,,14211,,14533,,14836,,15120,,15385,,15631,,15858,,16072,,16273,,16463,,16637,,16798,,16943,,17072,,17185,,17281,,17362,,17426
660,Anguilla,High variant projection,Both sexes,12897,,13336,,13787,,14241,,14689,,15126,,15548,,15950,,16333,,16705,,17067,,17425,,17782,,18137,,18488,,18835,,19175,,19508,,19834,,20154,,20465,,20769
660,Anguilla,Low variant projection,Both sexes,12758,,13053,,13334,,13595,,13828,,14035,,14221,,14390,,14540,,14669,,14777,,14866,,14937,,14989,,15020,,15031,,15020,,14989,,14936,,14863,,14771,,14660
660,Anguilla,Constant fertility scenario,Both sexes,12799,,13149,,13508,,13871,,14223,,14564,,14894,,15210,,15513,,15802,,16079,,16346,,16604,,16852,,17088,,17311,,17522,,17720,,17905,,18078,,18238,,18387
28,Antigua and Barbuda,Medium variant projection,Both sexes,86087,,87986,,89855,,91693,,93470,,95189,,96845,,98431,,99938,,101354,,102677,,103915,,105073,,106143,,107117,,107992,,108765,,109432,,109997,,110462,,110834,,111116
28,Antigua and Barbuda,High variant projection,Both sexes,86533,,88884,,91274,,93706,,96151,,98600,,101009,,103351,,105628,,107853,,110027,,112176,,114313,,116438,,118548,,120641,,122707,,124736,,126726,,128676,,130582,,132433
28,Antigua and Barbuda,Low variant projection,Both sexes,85641,,87087,,88435,,89679,,90787,,91775,,92678,,93513,,94264,,94900,,95413,,95809,,96086,,96234,,96245,,96113,,95838,,95420,,94867,,94188,,93396,,92504
28,Antigua and Barbuda,Constant fertility scenario,Both sexes,86261,,88354,,90467,,92602,,94722,,96830,,98916,,100971,,102994,,104979,,106924,,108832,,110702,,112527,,114298,,116015,,117672,,119271,,120814,,122304,,123745,,125146
32,Argentina,Medium variant projection,Men,19528135,,19922852,,20310191,,20689862,,21060864,,21420580,,21766790,,22097749,,22412261,,22709689,,22989509,,23249608,,23488874,,23711408,,23923894,,24127107,,24318509,,24496075,,24659628,,24808719,,24940944,,25051546
32,Argentina,Medium variant projection,Women,20405975,,20815136,,21215394,,21607054,,21989566,,22360914,,22719384,,23063620,,23392779,,23706521,,24004409,,24284226,,24544756,,24789727,,25025237,,25251914,,25467169,,25669017,,25857442,,26032273,,26191499,,26330873
32,Argentina,Medium variant projection,Both sexes,39934110,,40737988,,41525585,,42296916,,43050430,,43781494,,44486174,,45161369,,45805040,,46416210,,46993918,,47533834,,48033630,,48501135,,48949131,,49379021,,49785678,,50165092,,50517070,,50840992,,51132443,,51382419
32,Argentina,High variant projection,Men,19623040,,20116151,,20619549,,21133229,,21655727,,22181309,,22698440,,23199761,,23687144,,24165918,,24637061,,25100503,,25556948,,26012175,,26474537,,26945248,,27421040,,27898954,,28378070,,28856833,,29330954,,29792894
32,Argentina,High variant projection,Women,20497540,,21001627,,21513845,,22034768,,22563389,,23094689,,23617999,,24126570,,24622527,,25111292,,25593892,,26070107,,26540494,,27010413,,27487572,,27973047,,28463560,,28956250,,29450406,,29944814,,30435671,,30916080
32,Argentina,High variant projection,Both sexes,40120580,,41117778,,42133394,,43167997,,44219116,,45275998,,46316439,,47326331,,48309671,,49277210,,50230953,,51170610,,52097442,,53022588,,53962109,,54918295,,55884600,,56855204,,57828476,,58801647,,59766625,,60708974
32,Argentina,Low variant projection,Men,19433376,,19729779,,20001111,,20246816,,20466388,,20660599,,20836503,,20998225,,21142883,,21265806,,21365861,,21439552,,21484557,,21503860,,21502912,,21482295,,21440071,,21375041,,21287870,,21179280,,21048625,,20893544
32,Argentina,Low variant projection,Women,20314548,,20628861,,20917209,,21179647,,21416116,,21627856,,21822077,,22003062,,22168331,,22313643,,22437956,,22537693,,22610449,,22658866,,22687846,,22697815,,22686747,,22653433,,22598650,,22523334,,22427147,,22308125
32,Argentina,Low variant projection,Both sexes,39747924,,40358640,,40918320,,41426463,,41882504,,42288455,,42658580,,43001287,,43311214,,43579449,,43803817,,43977245,,44095006,,44162726,,44190758,,44180110,,44126818,,44028474,,43886520,,43702614,,43475772,,43201669
32,Argentina,Constant fertility scenario,Men,19562867,,19997064,,20435808,,20879176,,21325721,,21772851,,22218115,,22659841,,23097565,,23531521,,23961698,,24389017,,24814157,,25237460,,25659362,,26079978,,26499518,,26917838,,27334243,,27747734,,28157194,,28561439
32,Argentina,Constant fertility scenario,Women,20439486,,20886735,,21336580,,21789678,,22245042,,22700679,,23154664,,23605718,,24053706,,24499135,,24942068,,25383233,,25823152,,26261945,,26699695,,27136415,,27572175,,28006822,,28439856,,28870591,,29298275,,29722122
32,Argentina,Constant fertility scenario,Both sexes,40002353,,40883799,,41772388,,42668854,,43570763,,44473530,,45372779,,46265559,,47151271,,48030656,,48903766,,49772250,,50637309,,51499405,,52359057,,53216393,,54071693,,54924660,,55774099,,56618325,,57455469,,58283561
51,Armenia,Medium variant projection,Men,1392529,,1386679,,1383631,,1382020,,1380197,,1377385,,1372680,,1365467,,1355922,,1344648,,1331834,,1317941,,1303320,,1288179,,1272730,,1257021,,1240838,,1223992,,1206434,,1188098,,1168779,,1148102
51,Armenia,Medium variant projection,Women,1603361,,1599848,,1597669,,1595748,,1592998,,1588891,,1582770,,1574199,,1563327,,1550605,,1536186,,1520452,,1503687,,1486013,,1467536,,1448284,,1428060,,1406718,,1384273,,1360756,,1336091,,1310073
51,Armenia,Medium variant projection,Both sexes,2995890,,2986527,,2981300,,2977768,,2973195,,2966276,,2955450,,2939666,,2919249,,2895253,,2868020,,2838393,,2807007,,2774192,,2740266,,2705305,,2668898,,2630710,,2590707,,2548854,,2504870,,2458175
51,Armenia,High variant projection,Men,1401529,,1404849,,1412390,,1422442,,1432786,,1442210,,1448869,,1451623,,1451139,,1448925,,1445508,,1442041,,1439332,,1437644,,1437129,,1437693,,1438524,,1438927,,1438678,,1437563,,1435021,,1430048
51,Armenia,High variant projection,Women,1611001,,1615314,,1622227,,1630370,,1638168,,1644722,,1648548,,1648749,,1645903,,1641242,,1635222,,1628855,,1622840,,1617362,,1612492,,1608136,,1603567,,1598183,,1591839,,1584426,,1575537,,1564389
51,Armenia,High variant projection,Both sexes,3012530,,3020163,,3034617,,3052812,,3070954,,3086932,,3097417,,3100372,,3097042,,3090167,,3080730,,3070896,,3062172,,3055006,,3049621,,3045829,,3042091,,3037110,,3030517,,3021989,,3010558,,2994437
51,Armenia,Low variant projection,Men,1383592,,1368628,,1355053,,1341782,,1327634,,1312288,,1295789,,1278102,,1259135,,1238906,,1217408,,1194666,,1170708,,1145594,,1119413,,1092213,,1063971,,1034709,,1004538,,973595,,941993,,909815
51,Armenia,Low variant projection,Women,1595774,,1584484,,1573267,,1561285,,1547848,,1532823,,1516379,,1498588,,1479372,,1458680,,1436494,,1412804,,1387605,,1360878,,1332608,,1302818,,1271478,,1238628,,1204431,,1169102,,1132863,,1095923
51,Armenia,Low variant projection,Both sexes,2979366,,2953112,,2928320,,2903067,,2875482,,2845111,,2812168,,2776690,,2738507,,2697586,,2653902,,2607470,,2558313,,2506472,,2452021,,2395031,,2335449,,2273337,,2208969,,2142697,,2074856,,2005738
51,Armenia,Constant fertility scenario,Men,1391397,,1384307,,1379722,,1376010,,1371123,,1364319,,1355049,,1342934,,1328400,,1312431,,1295263,,1277205,,1258483,,1239017,,1218563,,1197048,,1174203,,1149863,,1124113,,1097121,,1069003,,1039792
51,Armenia,Constant fertility scenario,Women,1602401,,1597830,,1594333,,1590598,,1585190,,1577610,,1567498,,1554615,,1539333,,1522441,,1504133,,1484662,,1464203,,1442612,,1419579,,1395017,,1368670,,1340405,,1310359,,1278775,,1245869,,1211798
51,Armenia,Constant fertility scenario,Both sexes,2993798,,2982137,,2974055,,2966608,,2956313,,2941929,,2922547,,2897549,,2867733,,2834872,,2799396,,2761867,,2722686,,2681629,,2638142,,2592065,,2542873,,2490268,,2434472,,2375896,,2314872,,2251590
533,Aruba,Medium variant projection,Men,49516,,49166,,49412,,49948,,50330,,50563,,50743,,50911,,51056,,51184,,51294,,51371,,51404,,51391,,51334,,51231,,51080,,50884,,50653,,50401,,50143,,49893
533,Aruba,Medium variant projection,Women,54014,,53769,,54075,,54652,,55076,,55359,,55587,,55792,,55968,,56119,,56243,,56327,,56360,,56333,,56234,,56059,,55807,,55480,,55087,,54643,,54165,,53673
533,Aruba,Medium variant projection,Both sexes,103530,,102935,,103487,,104600,,105406,,105922,,106330,,106703,,107024,,107303,,107537,,107698,,107764,,107724,,107568,,107290,,106887,,106364,,105740,,105044,,104308,,103566
533,Aruba,High variant projection,Men,49720,,49568,,50030,,50810,,51476,,52030,,52551,,53069,,53573,,54067,,54550,,55011,,55441,,55846,,56230,,56598,,56949,,57286,,57621,,57966,,58335,,58740
533,Aruba,High variant projection,Women,54209,,54154,,54668,,55480,,56178,,56769,,57323,,57865,,58385,,58887,,59369,,59821,,60234,,60604,,60928,,61203,,61430,,61612,,61759,,61886,,62008,,62142
533,Aruba,High variant projection,Both sexes,103929,,103722,,104698,,106290,,107654,,108799,,109874,,110934,,111958,,112954,,113919,,114832,,115675,,116450,,117158,,117801,,118379,,118898,,119380,,119852,,120343,,120882
533,Aruba,Low variant projection,Men,49307,,48756,,48782,,49072,,49172,,49091,,48940,,48768,,48565,,48337,,48084,,47792,,47453,,47064,,46621,,46123,,45567,,44952,,44288,,43588,,42866,,42134,
533,Aruba,Low variant projection,Women,53813,,53374,,53469,,53811,,53966,,53948,,53859,,53739,,53582,,53392,,53168,,52899,,52576,,52189,,51722,,51170,,50529,,49801,,48995,,48123,,47201,,46248,
533,Aruba,Low variant projection,Both sexes,103120,,102130,,102251,,102883,,103138,,103039,,102799,,102507,,102147,,101729,,101252,,100691,,100029,,99253,,98343,,97293,,96096,,94753,,93283,,91711,,90067,,88382,
533,Aruba,Constant fertility scenario,Men,49574,,49294,,49634,,50291,,50822,,51230,,51604,,51976,,52329,,52658,,52960,,53223,,53440,,53616,,53756,,53865,,53948,,54011,,54066,,54125,,54201,,54310,
533,Aruba,Constant fertility scenario,Women,54070,,53892,,54289,,54983,,55552,,56004,,56417,,56818,,57193,,57535,,57843,,58105,,58315,,58468,,58558,,58585,,58555,,58476,,58358,,58211,,58053,,57903,
533,Aruba,Constant fertility scenario,Both sexes,103644,,103186,,103923,,105274,,106374,,107234,,108021,,108794,,109522,,110193,,110803,,111328,,111755,,112084,,112314,,112450,,112503,,112487,,112424,,112336,,112254,,112213,
36,Australia,Medium variant projection,Men,10426832,1,10633848,1,10841239,1,11047769,1,11253137,1,11457285,1,11658662,1,11855954,1,12047955,1,12233084,1,12410557,1,12579204,1,12738459,1,12889306,1,13033510,1,13171961,1,13305987,1,13436767,1,13565012,1,13691292,1,13816287,1,13940852,1
36,Australia,Medium variant projection,Women,10523772,1,10728258,1,10935053,1,11142832,1,11349762,1,11555522,1,11759159,1,11959667,1,12155927,1,12346615,1,12530872,1,12707478,1,12875690,1,13035667,1,13187977,1,13333040,1,13471801,1,13605190,1,13733870,1,13858533,1,13980133,1,14099941,1
36,Australia,Medium variant projection,Both sexes,20950604,2,21362106,2,21776292,2,22190601,2,22602899,2,23012807,2,23417821,2,23815621,2,24203882,2,24579699,2,24941429,2,25286682,2,25614149,2,25924973,2,26221487,2,26505001,2,26777788,2,27041957,2,27298882,2,27549825,2,27796420,2,28040793,2
36,Australia,High variant projection,Men,10471751,1,10724773,1,10985639,1,11253645,1,11528956,1,11809865,1,12089996,1,12365103,1,12634204,1,12896637,1,13152338,1,13402319,1,13647837,1,13891993,1,14139290,1,14391592,1,14650658,1,14917512,1,15192032,1,15473296,1,15759849,1,16049773,1
36,Australia,High variant projection,Women,10566454,1,10814650,1,11072244,1,11338415,1,11611774,1,11890433,1,12168854,1,12443250,1,12712711,1,12976789,1,13235311,1,13489126,1,13739225,1,13987779,1,14237960,1,14491114,1,14748593,1,15011178,1,15278741,1,15550555,1,15825542,1,16102336,1
36,Australia,High variant projection,Both sexes,21038205,2,21539423,2,22057883,2,22592060,2,23140730,2,23700298,2,24258850,2,24808353,2,25346915,2,25873426,2,26387649,2,26891445,2,27387062,2,27879772,2,28377250,2,28882706,2,29399251,2,29928690,2,30470773,2,31023851,2,31585391,2,32152109,2
36,Australia,Low variant projection,Men,10381789,1,10542711,1,10696572,1,10841580,1,10976953,1,11104279,1,11226592,1,11345526,1,11459834,1,11567175,1,11666655,1,11756404,1,11835084,1,11902428,1,11958519,1,12003448,1,12037568,1,12061541,1,12076339,1,12083220,1,12083703,1,12079569,1
36,Australia,Low variant projection,Women,10480973,1,10641666,1,10797611,1,10946955,1,11087407,1,11220211,1,11348770,1,11474877,1,11597371,1,11714209,1,11824424,1,11926132,1,12017855,1,12098560,1,12167216,1,12223484,1,12267382,1,12299351,1,12320303,1,12331587,1,12334956,1,12332565,1
36,Australia,Low variant projection,Both sexes,20862762,2,21184377,2,21494183,2,21788535,2,22064360,2,22324490,2,22575362,2,22820403,2,23057205,2,23281384,2,23491079,2,23682536,2,23852939,2,24000988,2,24125735,2,24226932,2,24304950,2,24360892,2,24396642,2,24414807,2,24418659,2,24412134,2
